ID,x,y,color
1,0.4348901881206405,-0.8263290690780454,1
2,36.95504112209983,1.075469629807377,0
3,-2.444871047672843,-1.3568663374123522,0
4,-3.5359729131215887,0.8746083098772789,1
5,-1.3666519648128155,-3.0279581292133924,1
6,-2.1437697206176938,-2.053479977249685,0
7,1.6390383822520385,-2.884514659588612,1
8,7.610132114107834,2.3382486805971694,0
9,-3.5397079114849648,-2.9021536270455037,1
10,2.8640539398219875,-0.6098192383880096,1
11,3.2086813258813622,3.145857176853165,1
12,2.079445537933253,1.6728455952888492,0
13,0.29829958044551963,1.6242462047799853,1
14,15.585417198026486,31.34745732442337,0
15,0.15040059813663648,-0.3474015289781922,0
16,5.550908954428335,-0.5607497025528039,1
17,1.561879206958294,0.3986083603430422,1
18,-3.4955508004474467,-0.4735217214036782,0
19,-0.8203552095978321,-1.6713561427401102,0
20,0.27466005521422227,1.3500626255955883,0
21,-4.229577454701493,-0.331855105525309,0
22,-0.9213244759143486,0.5728428012936725,1
23,1.6963351539119618,-1.8476376022425427,1
24,-15.01497834458679,-1.065589482309181,1
25,-3.0245350935831734,0.12600909077242822,1
26,-1.5503903933219108,-1.3764833922523025,1
27,6.064612391666401,11.02153081355353,0
28,1.5902721213173745,1.3495834555397572,1
29,1.5126540054943727,2.022335800468644,1
30,16.378223779888568,-1.6818252592909677,0
31,-0.9162281304561015,2.383919709029842,1
32,3.6102709517803415,3.466292166851514,0
33,-1.6981184928961728,-1.2361662754611809,0
34,1.3446168003726429,5.41333605798654,1
35,-5.19003099008528,2.095291955565319,1
36,-5.421698602309492,-8.566999032759094,1
37,0.7969919734397042,0.8083864660120373,0
38,-0.9656112784327253,-2.0781217925181537,1
39,-2.6339934990677887,-1.2140160068309171,1
40,4.246792014253574,6.943560570504156,0
41,0.3326668279176188,2.075167733639805,1
42,11.022144857003342,-2.3082259067574364,1
43,-1.0129804005185339,-2.2304295069406015,0
44,-0.4534272081276736,-1.1245162322441329,0
45,-2.7983438232172664,0.5359678162067356,0
46,4.121024282909314,5.1649089304455185,1
47,3.6224823568552473,0.39596435242227684,1
48,8.085210829672015,3.5062035828009446,0
49,2.204027457041601,2.0192513624708885,0
50,-2.049807017576875,-2.528305294382642,0
51,2.2832921344006145,-2.7924928094137234,0
52,3.5655242617511984,-0.6246305046931069,0
53,3.755221105122442,-1.2819402322145412,1
54,2.3801514880742776,-0.9065751877027649,1
55,0.14295730751764935,-1.1763868530371766,0
56,-2.2871881092403754,-1.8391916698325024,1
57,0.5563374525640935,-0.3333977029139283,0
58,4.836493722335922,0.07732162922143385,1
59,1.36204321192244,2.32878765089935,0
60,5.149824991074558,6.767343282168553,1
61,-0.9454755690711956,-2.3246385348082907,1
62,-1.6816608084072304,-5.086356744356428,0
63,-3.8464659686597913,0.758316663687247,0
64,-1.4426361228777578,-0.6311930504851785,0
65,-6.562262525070363,-11.820484773401141,0
66,0.14699466578756387,-0.7798698081520087,1
67,-3.328063960241597,-13.14577665281014,0
68,2.211826040100858,0.011398349513306684,1
69,5.111627666307406,2.1224799400122945,0
70,7.7977025615289275,-2.2178540245027603,0
71,-0.5281262885743482,0.2728866521769282,1
72,1.4342164103369055,-0.6635416766646698,1
73,11.08321938562169,24.992665823611027,0
74,2.35401304410152,-0.4230794190769994,0
75,6.9461315350802675,14.582206419408786,0
76,0.04003777002572198,0.06336371561769075,1
77,-1.3775917554596242,-0.659532728214164,0
78,-9.749601569659028,3.1631074664355303,0
79,2.8037250784203076,0.08535228378683328,1
80,3.5096059166501723,4.7017046588361255,0
81,-3.941468955602118,-5.105712379968802,1
82,-2.157327045585942,-8.57923823535744,1
83,-4.785998451025062,-0.14453393000811007,0
84,-10.324940330424017,4.565757180244645,0
85,1.4148116160830964,-1.1263885328452532,0
86,-3.79896364616782,3.575858028683732,0
87,-10.385485678624043,-17.945492755750124,0
88,0.3034497965512697,2.3897031052560704,0
89,4.529617921022755,2.49506828472197,0
90,6.5556551379422725,21.444258300560534,1
91,2.644217293432804,2.3893656479482375,0
92,-4.283187643640435,4.771613237771603,1
93,-5.786671779268919,-2.354811612692235,0
94,1.5597184300568132,3.2601858902456566,1
95,-4.341908618701547,-0.3784952799644751,1
96,-9.870119470835114,2.483924028693514,1
97,-7.322258519853774,-8.04448695656791,0
98,1.9929249895713936,-0.04542732228284958,0
99,-2.834958753660952,0.8182284166117044,1
100,-1.6673623398014745,1.9805823467393648,0
101,-11.836665439512961,0.1902434779289461,0
102,-2.304473514032332,-4.288818902802884,0
103,3.8709229211060365,-0.9346981420328747,1
104,-9.08300778122991,-1.1211747931565728,1
105,3.236862106562654,-1.3594372868362108,0
106,0.5113600924883983,-2.378464647761478,1
107,4.245570240716118,6.534940732974365,1
108,-6.4391057943724705,-1.6723628976735525,0
109,0.9197473930310532,-0.25538821151160224,1
110,-8.342265830445298,2.378615144996848,1
111,1.6514399261232091,1.087744299506244,1
112,-0.7202480623912709,-1.6714283348039236,0
113,-2.6698154318725873,-4.52581881326228,0
114,4.533931878141934,5.888424297962298,1
115,-0.37374300013730544,9.044403203882283,0
116,61.4960954843165,0.1386162733613381,1
117,1.1099432590749734,0.5023242014851854,1
118,0.9767084383345026,-1.4368468770819098,1
119,6.692940481982799,13.14224866949154,0
120,-5.299505926623394,-5.737267335136911,0
121,3.7651530138346443,10.67833562837701,1
122,-3.125160167943845,-0.12091284268759646,0
123,-3.817375278315441,-2.82972979821772,1
124,0.008241717902172783,-0.12013322173349304,1
125,-0.5025449558723644,-0.8551529938837198,0
126,-4.936595589072217,6.545118978357269,0
127,-10.606663230735354,-15.596876872241205,1
128,20.888944371350142,5.848719006750004,1
129,0.9437977625591578,3.949031080446158,1
130,1.4261142339012531,0.8499613280632449,1
131,17.742349901857004,-1.6729066199777474,1
132,0.9433465645604071,-0.7872206285824013,0
133,-2.5052433027897543,1.4184816377503016,0
134,0.27733500234105507,-0.12477019050423052,1
135,0.6275869868223105,0.30540114839089916,1
136,-1.3288006743784833,-4.573766402949474,0
137,-0.1602883660477975,-1.9270078523440393,1
138,3.267078078998094,5.432569443912046,1
139,-8.23333963243043,-7.32927749684013,0
140,-0.6686593868009966,-2.9881419621740704,0
141,-1.2118616319670243,2.031427377282114,0
142,-14.246187709113967,1.5208350550838512,0
